CMPD_CHEMBLID,DOC_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,relevance,qid
CHEMBL1797749,CHEMBL1795336,[O-][N+](=O)c1cccc(NC(=O)c2cccc(c2)S(=O)(=O)N3CCCCCC3)c1,IC50,=,12500.0,nM,4.903089986991944,2112
CHEMBL1797749,CHEMBL3580657,[O-][N+](=O)c1cccc(NC(=O)c2cccc(c2)S(=O)(=O)N3CCCCCC3)c1,IC50,=,12500.0,nM,4.903089986991944,2125
CHEMBL3343653,CHEMBL3351796,Cc1ccc(cc1)C(=O)Nc2cccc3c(Oc4cncc(c4)C(=O)N)cccc23,IC50,=,77.4,nM,7.111259039317107,2157
CHEMBL1945263,CHEMBL1944602,Cl.CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2cccc(Cl)c2)cc1,IC50,,,,0.0,2127
CHEMBL3408817,CHEMBL3407343,CCCCn1c2CCNCc2c3cc(ccc13)c4ccc(cc4)S(=O)(=O)C,IC50,=,20000.0,nM,4.698970004336019,2113
CHEMBL2152600,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(NC(=O)c3cccnc3)cc2,IC50,=,38000.0,nM,4.42021640338319,2165
CHEMBL3343535,CHEMBL3351796,NC(=O)c1cncc(Oc2ccc3c(NC(=O)c4cccc(c4)[N+](=O)[O-])cccc3c2)c1,IC50,=,811.0,nM,6.090979145788844,2157
CHEMBL2164006,CHEMBL2163190,CC(C)C1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,,,,0.0,2129
CHEMBL3105177,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccc(C)cc3)n2CCO,IC50,,,,0.0,2139
CHEMBL222495,CHEMBL1149255,Oc1ccccc1\C=N\c2ccc(OCCCOc3ccc(cc3)\N=C\c4ccccc4O)cc2,IC50,>,1000000.0,nM,0.0,2120
CHEMBL3237037,CHEMBL3232865,CN(C(=O)c1cccc(c1)S(=O)(=O)N(C)c2ccc(Br)cc2)c3ccc(Cl)cc3F,IC50,=,7500.0,nM,5.1249387366083,2161
CHEMBL492308,CHEMBL1153388,CC(C)C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,IC50,=,19900.0,nM,4.701146923590294,2123
CHEMBL3219565,CHEMBL3217484,CCOc1ccc(CN2C(=S)NC(=O)C(=C2c3ccccc3)Cc4ccccc4)cc1,IC50,=,10000.0,nM,5.0,2134
CHEMBL372375,CHEMBL1141869,CC(NC(=O)c1ccc(cc1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,25900.0,nM,4.586700235918748,2121
CHEMBL3219561,CHEMBL3217484,CCCOc1ccc(CN2C(=S)NC(=O)C(=C2c3ccccc3)Cc4c(O)ccc5ccccc45)cc1,IC50,=,6000.0,nM,5.221848749616356,2134
CHEMBL2152617,CHEMBL2150931,Cc1ccc(CCOc2cccc(Nc3ccccc3C(=O)N)c2)cc1,IC50,=,1600.0,nM,5.795880017344075,2165
CHEMBL215918,CHEMBL1144627,Fc1ccc(COc2ccc(\C=C\C(=O)NC3(CCNCC3)C(=O)NCCc4c[nH]c5ccc(F)cc45)cc2)cc1,IC50,=,51000.0,nM,4.292429823902063,2137
CHEMBL1797923,CHEMBL1795265,COc1ccc2NC(=S)Nc2n1,IC50,=,16300.0,nM,4.787812395596042,2122
CHEMBL3608311,CHEMBL3608247,CC(=O)NC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)C)C(=O)N,IC50,=,17800.0,nM,4.7495799976911055,216
CHEMBL3427748,CHEMBL3425433,NC(=O)C1CCCc2c1[nH]nc2c3ccc(Cl)c(Cl)c3,IC50,=,14800.0,nM,4.8297382846050425,2116
CHEMBL374739,CHEMBL1149255,Oc1ccc(\C=N\c2ccc(Cc3ccc(cc3)\N=C\c4ccc(O)c(O)c4)cc2)cc1O,IC50,>,1000000.0,nM,0.0,2120
CHEMBL1140,CHEMBL1143139,NC(=O)c1cccnc1,IC50,=,32300.0,nM,4.490797477668897,2164
CHEMBL429433,CHEMBL1143139,Cc1ccc2c3C(CC(=O)Oc3ccc2c1)c4cccc(Br)c4,IC50,=,9800.0,nM,5.008773924307505,2164
CHEMBL561194,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccccc2,IC50,>,100000.0,nM,0.0,2165
CHEMBL3219552,CHEMBL3217484,CCCOc1ccc(CN2C(=S)NC(=O)C(=C2c3ccccc3)Cc4c(OC)ccc5ccccc45)cc1,IC50,=,11000.0,nM,4.958607314841775,2134
CHEMBL271536,CHEMBL1143139,Cc1cccc(c1)C2CC(=O)Oc3ccc4cc(C)ccc4c23,IC50,=,4400.0,nM,5.356547323513812,2164
CHEMBL1797922,CHEMBL1795265,Clc1ccc2NC(=S)Nc2n1,IC50,=,26900.0,nM,4.570247719997592,2122
CHEMBL270291,CHEMBL1143139,COc1ccc(cc1)C2CC(=O)Oc3ccc4cc(Br)ccc4c23,IC50,=,5400.0,nM,5.267606240177032,2164
CHEMBL3580803,CHEMBL3580657,Clc1ccc(CSc2cccc(c2)C(=O)Nc3ccc(cc3)C#N)cc1,IC50,=,2900.0,nM,5.537602002101044,2125
CHEMBL2164011,CHEMBL2163190,CCCCCC1CC(O)c2cc(Cl)cc(Br)c2O1,IC50,,,,0.0,2129
CHEMBL2152624,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3cccc(Cl)c3)c2,IC50,=,2000.0,nM,5.698970004336019,2165
CHEMBL2338818,CHEMBL2331260,Cc1c(sc2c(ncnc12)N3CCC(CCNC(=O)C(C)(C)C)CC3)C(=O)N,IC50,=,130.0,nM,6.886056647693163,2154
CHEMBL3221535,CHEMBL3217699,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCNC(=O)C)NC(=O)C)C(=O)N,IC50,=,2400.0,nM,5.619788758288394,2128
CHEMBL3222141,CHEMBL3217443,Brc1cccc(NC(=O)c2cccc(c2)S(=O)(=O)N3CCCCCC3)c1,IC50,=,15500.0,nM,4.809668301829708,2117
CHEMBL2152598,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(NC(=O)C3CCNCC3)cc2,IC50,=,53000.0,nM,4.275724130399211,2165
CHEMBL1537405,CHEMBL2169871,Cc1ccc2nc(O)c(C=C3C(=O)NC(=S)NC3=O)cc2c1,IC50,=,11000.0,nM,4.958607314841775,2160
CHEMBL3408814,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc2c3cc(ccc13)c4cnc(N)nc4)C(=O)N,IC50,=,14000.0,nM,4.853871964321762,2113
CHEMBL2152572,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(Cl)cc2,IC50,>,100000.0,nM,0.0,2165
CHEMBL3354222,CHEMBL3352209,Clc1cc(Br)c2OC(=C(C#N)C(=O)c2c1)CCc3ccccc3,IC50,,,,0.0,2142
CHEMBL522968,CHEMBL1138523,CCN1C(=S)NC(=O)C(=C1c2ccccc2)Cc3c(O)ccc4ccccc34,IC50,=,10500.0,nM,4.978810700930062,2140
CHEMBL2171193,CHEMBL2169828,CCCN1C(=O)N=C2Oc3ccc4ccccc4c3C=C2C1=O,IC50,=,12500.0,nM,4.903089986991944,214
CHEMBL468596,CHEMBL1155918,FC(F)(F)c1cccc(NC(=O)NNC(=O)c2onc(n2)c3cccc4ccccc34)c1,IC50,=,257000.0,nM,0.0,2124
CHEMBL420311,CHEMBL1140425,NC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,19600.0,nM,4.707743928643524,2148
CHEMBL1835298,CHEMBL1833937,C[C@H](N)C(=O)N[C@@H](CCCCNC(=S)C)C(=O)N[C@@H](C)C(=O)O,IC50,=,36000.0,nM,4.443697499232712,2131
CHEMBL1254035,CHEMBL1250463,CC(=[Se])NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,IC50,=,2700.0,nM,5.568636235841012,2145
CHEMBL596657,CHEMBL3425488,O=C1N=C2Oc3ccc4ccccc4c3C=C2C(=O)N1c5ccccc5,IC50,=,12300.0,nM,4.910094888560602,2130
CHEMBL3220454,CHEMBL3217470,CC(C)Oc1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,IC50,=,5888.44,nM,5.229999745811777,2115
CHEMBL472515,CHEMBL1139425,CC(C)(NC(=O)\C=C\c1ccccc1)C(=O)NCCc2c[nH]c3ccccc23,IC50,=,100000.0,nM,0.0,2141
CHEMBL1254033,CHEMBL1250463,C[C@H](NC(=O)[C@H](CCCCNC(=[Se])C)NC(=O)[C@H](C)NC(=O)C)C(=O)O,IC50,=,7200.0,nM,5.142667503568731,2145
CHEMBL1253774,CHEMBL1250463,COC(=O)NCCCC[C@H](NC(=O)[C@H](C)NC(=O)C)C(=O)N[C@@H](C)C(=O)OC,IC50,,,,0.0,2145
CHEMBL2152594,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(NC(=O)c3ccccc3)cc2,IC50,=,17000.0,nM,4.769551078621726,2165
CHEMBL3354210,CHEMBL3352209,CNC(=O)CCCC1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,,,,0.0,2142
CHEMBL474872,CHEMBL1156803,Cn1c2C(=O)NC=Cc2c3ccc(Cl)c(Cl)c13,IC50,=,87200.0,nM,4.059483515067432,2126
CHEMBL3609647,CHEMBL3608247,CCC[C@H](NC(=O)C)C(=O)N[C@@H](CCCCNC(=S)C)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N,IC50,=,7710.0,nM,5.112945621949043,216
CHEMBL2338809,CHEMBL2331260,CC(C)(C)C(=O)NCCN1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,17.0,nM,7.769551078621726,2154
CHEMBL6291,CHEMBL1137294,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCSC(=N)N)c4ccccc34)c5ccccc15,IC50,=,800.0,nM,6.096910013008056,219
CHEMBL228175,CHEMBL1143741,Clc1ccccc1c2oc(\C=C(/C#N)\C(=O)Nc3cccc4ncccc34)cc2,IC50,=,5500.0,nM,5.259637310505756,2155
CHEMBL3105173,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccc(Cl)cc3)n2CCO,IC50,,,,0.0,2139
CHEMBL2152597,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(NC(=O)C3CCCCC3)cc2,IC50,=,25000.0,nM,4.6020599913279625,2165
CHEMBL2152618,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccccc3C(F)(F)F)c2,IC50,=,3100.0,nM,5.508638306165727,2165
CHEMBL1254779,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccn1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,2145
CHEMBL1254693,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccc1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,2145
CHEMBL1715925,CHEMBL2203031,O=C1NC(=S)NC(=O)C1=Cc2ccc(OCc3ccccc3)cc2,IC50,=,9800.0,nM,5.008773924307505,2151
CHEMBL2152611,CHEMBL2150931,CC(C)COc1cccc(Nc2ccccc2C(=O)N)c1,IC50,=,30000.0,nM,4.522878745280337,2165
CHEMBL3219551,CHEMBL3217484,CCOc1ccc(CN2C(=S)NC(=O)C(=C2c3ccccc3)Cc4c(OC)ccc5ccccc45)cc1,IC50,=,16000.0,nM,4.795880017344075,2134
CHEMBL1945264,CHEMBL1944602,Cl.CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2cccc(Br)c2)cc1,IC50,=,21200.0,nM,4.673664139071248,2127
CHEMBL493355,CHEMBL1153388,C[C@@H](O)[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@@H](N)CC(=O)O)C(=O)O,IC50,=,175000.0,nM,0.0,2123
CHEMBL2203546,CHEMBL2203031,COc1ccc2c(C=C3C(=O)NC(=S)NC3=O)cccc2c1,IC50,=,11700.0,nM,4.931814138253838,2151
CHEMBL1140,CHEMBL1149255,NC(=O)c1cccnc1,IC50,=,100500.0,nM,0.0,2120
CHEMBL1835308,CHEMBL1833937,C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@@H]1CCCN(C1)C(=O)OC(C)(C)C)C(=O)O,IC50,=,13000.0,nM,4.886056647693163,2131
CHEMBL1835301,CHEMBL1833937,C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@@H]1CCCN1C(=O)C)C(=O)O,IC50,=,31000.0,nM,4.508638306165727,2131
CHEMBL3290210,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccc(cc3)N(C)C)n2CCCN4CCCC4=O,IC50,=,52780.0,nM,4.277530614115969,2111
CHEMBL3354209,CHEMBL3352209,CNC(=O)CCC1CC(=O)c2cc(Cl)cc(Br)c2O1,IC50,,,,0.0,2142
CHEMBL3290212,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccc(C)cc3)n2CCCN4CCCC4=O,IC50,,,,0.0,2111
CHEMBL2152601,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(NC(=O)c3ccncc3)cc2,IC50,>,100000.0,nM,0.0,2165
CHEMBL3105178,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccc(O)cc3)n2CCO,IC50,,,,0.0,2139
CHEMBL3237017,CHEMBL3232865,CN(c1ccc(cc1)C(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C(=O)C,IC50,=,18900.0,nM,4.723538195826755,2161
CHEMBL3236972,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,IC50,=,6100.0,nM,5.214670164989233,2161
CHEMBL2152588,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(\C=C/c3ccccc3)cc2,IC50,=,20000.0,nM,4.698970004336019,2165
CHEMBL3237039,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3F)C#N,IC50,=,6600.0,nM,5.180456064458132,2161
CHEMBL1945132,CHEMBL1944602,Cl.CN(C)CCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,IC50,=,21300.0,nM,4.671620396561262,2127
CHEMBL380797,CHEMBL1149255,CC(NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,45100.0,nM,4.345823458122039,2120
CHEMBL2203541,CHEMBL2203031,CCN1C(=S)NC(=O)\C(=C/c2ccc(OCc3ccccc3)cc2)\C1=O,IC50,=,14400.0,nM,4.84163750790475,2151
CHEMBL453807,CHEMBL1153388,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](C)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,IC50,=,16500.0,nM,4.782516055786093,2123
CHEMBL1254124,CHEMBL1250463,C[C@H](NC(=O)[C@H](CCCCNC(=O)C)NC(=O)[C@H](C)NC(=O)C)C(=O)O,IC50,=,223000.0,nM,0.0,2145
CHEMBL3408826,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc2c3cc(ccc13)c4cccc(C)c4)C(=O)N,IC50,=,7800.0,nM,5.107905397309519,2113
CHEMBL420311,CHEMBL3390834,NC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,98.0,nM,7.008773924307505,2158
CHEMBL522620,CHEMBL1138523,CCCCN1C(=S)NC(=O)C(=C1c2ccccc2)Cc3c(O)ccc4ccccc34,IC50,=,1000.0,nM,6.0,2140
CHEMBL265502,CHEMBL2203031,Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,IC50,=,1100.0,nM,5.958607314841775,2151
CHEMBL597845,CHEMBL2177084,CC(C(=O)Nc1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,25000.0,nM,4.6020599913279625,2146
CHEMBL224864,CHEMBL1143741,Clc1ccc(Cl)c(c1)c2oc(\C=C(/C#N)\C(=O)Nc3cccc4ncccc34)cc2,IC50,=,3500.0,nM,5.455931955649724,2155
CHEMBL224864,CHEMBL1795336,Clc1ccc(Cl)c(c1)c2oc(\C=C(/C#N)\C(=O)Nc3cccc4ncccc34)cc2,IC50,=,3500.0,nM,5.455931955649724,2112
CHEMBL2203547,CHEMBL2203031,Clc1cccc(c1Cl)c2oc(C=C3C(=O)NC(=S)NC3=O)cc2,IC50,=,10400.0,nM,4.982966660701219,2151
