CMPD_CHEMBLID,DOC_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,relevance,qid
CHEMBL558854,CHEMBL1153494,COC(=O)\C=C\c1cccc(Nc2ccccc2C(=O)N)c1,IC50,=,65000.0,nM,4.187086643357144,1145
CHEMBL2152602,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(c2)C(=O)Nc3ccccc3,IC50,>,100000.0,nM,0.0,1134
CHEMBL430574,CHEMBL1137294,O=C1Cc2c([nH]c3ccccc23)c4ccccc4N1,IC50,=,50000.0,nM,4.301029995663981,1132
CHEMBL3105173,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccc(Cl)cc3)n2CCO,IC50,,,,0.0,1113
CHEMBL1835296,CHEMBL1833937,CNC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](C)NC(=O)C,IC50,=,400.0,nM,6.3979400086720375,114
CHEMBL2152589,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(\C=C\c3ccccc3)cc2,IC50,>,100000.0,nM,0.0,1134
CHEMBL198582,CHEMBL1141869,C[C@@H](NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,55000.0,nM,4.259637310505756,1137
CHEMBL1254779,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccn1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL595128,CHEMBL1152589,CCc1ccc(OCCCC(O)Oc2ccc3c(OC(=O)c4ccccc34)c2)cc1,IC50,=,6000.0,nM,5.221848749616356,1120
CHEMBL551610,CHEMBL1153494,NC(=O)c1ccccc1Sc2ccccc2,IC50,=,78000.0,nM,4.107905397309519,1145
CHEMBL1797923,CHEMBL1795265,COc1ccc2NC(=S)Nc2n1,IC50,=,21400.0,nM,4.669586226650809,1119
CHEMBL2203546,CHEMBL2203031,COc1ccc2c(C=C3C(=O)NC(=S)NC3=O)cccc2c1,IC50,=,6000.0,nM,5.221848749616356,1156
CHEMBL3408832,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc2c3cc(ccc13)c4cccc(C)c4)C(=O)OCC,IC50,,,,0.0,1148
CHEMBL1255034,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)CBr)NC(=O)[C@H](C)NC(=O)C,IC50,=,1767000.0,nM,0.0,1159
CHEMBL2207877,CHEMBL2203192,CC[C@@H]1CC(=O)[C@@H]2[C@@H](O)C(=CC[C@H]2[C@]1(C)C(=O)C3=C(O)NCC3=O)C,IC50,=,3700000.0,nM,0.0,1114
CHEMBL1797922,CHEMBL1795265,Clc1ccc2NC(=S)Nc2n1,IC50,>,100000.0,nM,0.0,1119
CHEMBL492925,CHEMBL1153388,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](C)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,IC50,=,220.0,nM,6.657577319177793,1116
CHEMBL2332040,CHEMBL2331260,CCNC(=O)c1ccc(s1)C(=O)NCCN2CCN(CC2)c3ncnc4cc(sc34)C(=O)N,IC50,=,31.0,nM,7.508638306165727,1133
CHEMBL2152622,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccc(F)cc3)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL1253189,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)c1ccc(C)cc1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL3311077,CHEMBL3351989,C(Cc1nn2c(nnc2s1)c3occc3)c4ccccc4,IC50,=,47400.0,nM,4.324221658325915,1154
CHEMBL200731,CHEMBL1141869,Oc1ccc2ccccc2c1\C=N\c3ccccc3C#N,IC50,,,,0.0,1137
CHEMBL562079,CHEMBL1153494,NC(=O)c1ccccc1Nc2cccc(Sc3ccccc3)c2,IC50,=,89000.0,nM,4.050609993355087,1145
CHEMBL3310816,CHEMBL3351989,o1cccc1c2nnc3sc(nn23)c4ccncc4,IC50,=,49800.0,nM,4.302770657240282,1154
CHEMBL1456134,CHEMBL1795265,Sc1nc2c(ccc3ccccc23)[nH]1,IC50,=,9600.0,nM,5.017728766960431,1119
CHEMBL199068,CHEMBL1140425,NC(=O)C1CCc2c1[nH]c3ccccc23,IC50,=,2670.0,nM,5.573488738635425,1167
CHEMBL380797,CHEMBL1141869,CC(NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,131000.0,nM,0.0,1137
CHEMBL1483738,CHEMBL2311269,COc1ccc(OC)c(c1)C(=O)c2coc3ccc(O)cc23,IC50,>,300000.0,nM,0.0,1127
CHEMBL1945132,CHEMBL1944602,Cl.CN(C)CCCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,IC50,=,16100.0,nM,4.79317412396815,1111
CHEMBL1254124,CHEMBL1250463,C[C@H](NC(=O)[C@H](CCCCNC(=O)C)NC(=O)[C@H](C)NC(=O)C)C(=O)O,IC50,=,122000.0,nM,0.0,1159
CHEMBL1254538,CHEMBL1250463,C[C@H](NC(=O)[C@H](CCCCNC(=O)\C=C(\C)/C(F)(F)F)NC(=O)[C@H](C)NC(=O)C)C(=O)O,IC50,,,,0.0,1159
CHEMBL1253775,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)OCc1ccccc1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL2152569,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(c2)C(=O)O,IC50,>,100000.0,nM,0.0,1134
CHEMBL3221534,CHEMBL3217699,CSCC[C@H](NC(=O)[C@H](CCCCNC(=O)C)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCNC(=O)C)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)C)C(=O)N,IC50,=,2000.0,nM,5.698970004336019,1141
CHEMBL2203545,CHEMBL2203031,CC(C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,IC50,=,12400.0,nM,4.906578314837764,1156
CHEMBL2152612,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCc3ccccc3)c2,IC50,>,300000.0,nM,0.0,1134
CHEMBL447677,CHEMBL1833937,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,IC50,=,310.0,nM,6.508638306165727,114
CHEMBL3343653,CHEMBL3351796,Cc1ccc(cc1)C(=O)Nc2cccc3c(Oc4cncc(c4)C(=O)N)cccc23,IC50,=,18700.0,nM,4.7281583934635005,1151
CHEMBL3645136,CHEMBL3638754,CN(C)CCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,IC50,=,32000.0,nM,4.494850021680094,1146
CHEMBL2152621,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3cccc(F)c3)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL595354,CHEMBL3638754,CN(C)CCCCC(=O)Nc1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,IC50,=,21000.0,nM,4.6777807052660805,1146
CHEMBL199063,CHEMBL1140425,NC(=O)C1CCc2c1[nH]c3ccc(Cl)cc23,IC50,=,409.0,nM,6.388276691992658,1167
CHEMBL2152579,CHEMBL2150931,COC(=O)c1ccc(Nc2ccccc2C(=O)N)cc1,IC50,>,100000.0,nM,0.0,1134
CHEMBL3408988,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc3ccc(O)cc3)Cc2c4cc(F)ccc14,IC50,,,,0.0,1148
CHEMBL200544,CHEMBL1141869,CCOC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23,IC50,,,,0.0,1137
CHEMBL3609648,CHEMBL3608247,CC[C@H](NC(=O)C)C(=O)N[C@@H](CCCCNC(=S)C)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N,IC50,=,2130.0,nM,5.671620396561262,1162
CHEMBL2314711,CHEMBL2311269,Oc1ccc2occ(C(=O)c3ccccc3O)c2c1,IC50,=,71400.0,nM,4.146301788223825,1127
CHEMBL3609653,CHEMBL3608247,CC(=O)NCCCC[C@H](NC(=O)C)C(=O)N[C@@H](CCCCNC(=S)C)C(=O)N[C@@H](CNC(=O)C)C(=O)N,IC50,=,2320.0,nM,5.634512015109101,1162
CHEMBL3608449,CHEMBL3608247,CC(=O)NC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](Cc1csc2ccccc12)NC(=O)C)C(=O)N,IC50,=,9600.0,nM,5.017728766960431,1162
CHEMBL2314703,CHEMBL2311269,Oc1c(Br)cc2occ(C(=O)c3ccc(OCc4ccccc4)cc3)c2c1Br,IC50,>,300000.0,nM,0.0,1127
CHEMBL3290216,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccc(Br)cc3)n2CCCN4CCCC4=O,IC50,,,,0.0,1112
CHEMBL3408833,CHEMBL3407343,CCCCCCCCn1c2CCN(C)Cc2c3cc(ccc13)c4cnc(N)nc4,IC50,>,100000.0,nM,0.0,1148
CHEMBL3109656,CHEMBL3390830,[Na+].[Na+].Oc1cc(cc2cc(NC(=O)Nc3ccc4c(O)cc(cc4c3)S(=O)(=O)[O-])ccc12)S(=O)(=O)[O-],IC50,=,32000.0,nM,4.494850021680094,1126
CHEMBL3105176,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccc(cc3)[N+](=O)[O-])n2CCO,IC50,,,,0.0,1113
CHEMBL3408816,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc2c3cc(ccc13)c4cnc(N)nc4)C(=O)OCC,IC50,,,,0.0,1148
CHEMBL3343651,CHEMBL3351796,Cc1ccc(cc1[N+](=O)[O-])C(=O)Nc2cccc3c(Oc4cncc(c4)C(=O)N)cccc23,IC50,=,100000.0,nM,0.0,1151
CHEMBL3408987,CHEMBL3407343,CCCCCCCCn1c2CCN(C)Cc2c3cc(F)ccc13,IC50,,,,0.0,1148
CHEMBL1797926,CHEMBL1795265,Cl.NCCN1C(=S)Nc2cc(ccc12)[N+](=O)[O-],IC50,=,7700.0,nM,5.113509274827518,1119
CHEMBL3427744,CHEMBL3425433,NC(=O)C1CCCc2c1[nH]nc2c3ccc(Cl)cc3,IC50,=,1000.0,nM,6.0,116
CHEMBL1814815,CHEMBL3217699,CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCNC(=O)C)NC(=O)C)C(=O)N,IC50,=,5900.0,nM,5.229147988357855,1141
CHEMBL2152592,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(cc2)C(=O)Nc3ccccc3,IC50,>,100000.0,nM,0.0,1134
CHEMBL2152571,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(CCC(=O)O)c2,IC50,=,93000.0,nM,4.031517051446065,1134
CHEMBL2181507,CHEMBL2177084,CC(C[S+]([O-])c1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,40300.0,nM,4.39469495385889,1110
CHEMBL491573,CHEMBL1138523,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4F,IC50,=,50000.0,nM,4.301029995663981,1152
CHEMBL3290222,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccc(cc3)[N+](=O)[O-])n2c4ccccc4,IC50,,,,0.0,1112
CHEMBL493160,CHEMBL1153388,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@@H](N)CC(=O)O)[C@@H](C)O)C(=O)O,IC50,=,4500.0,nM,5.346787486224656,1116
CHEMBL2152568,CHEMBL2150931,COC(=O)c1cccc(Nc2ccccc2C(=O)N)c1,IC50,>,100000.0,nM,0.0,1134
CHEMBL3589223,CHEMBL3588849,CC1=NOC(=O)/C/1=C/c2c(COCc3ccc(cc3)C(F)(F)F)n(C)c4ccc(F)cc24,IC50,=,35250.0,nM,4.452840878672582,1128
CHEMBL3310818,CHEMBL3351989,o1cccc1c2nnc3sc(nn23)c4cnccn4,IC50,=,66600.0,nM,4.176525770829699,1154
CHEMBL3427761,CHEMBL3425433,NC(=O)C1CCCc2c1[nH]nc2c3nc4ccccc4s3,IC50,=,2200.0,nM,5.657577319177793,116
CHEMBL2181512,CHEMBL2177084,CC(C(=O)Nc1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,40300.0,nM,4.39469495385889,1110
CHEMBL1797737,CHEMBL1795290,O=C(C1Cc2c(OC1=O)ccc3ccccc23)c4ccccc4,IC50,=,112000.0,nM,0.0,1129
CHEMBL382277,CHEMBL3217699,NC(=O)C1CCCC2C1Nc3ccc(Cl)cc23,IC50,=,760.0,nM,6.119186407719209,1141
CHEMBL3105171,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccccc3)n2CCO,IC50,,,,0.0,1113
CHEMBL23832,CHEMBL2150931,OC(=O)c1ccccc1Nc2ccccc2,IC50,=,68000.0,nM,4.167491087293763,1134
CHEMBL177487,CHEMBL1140425,CCNC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,>,100000.0,nM,0.0,1167
CHEMBL2152573,CHEMBL2150931,Cc1ccc(Nc2ccccc2C(=O)N)cc1,IC50,>,100000.0,nM,0.0,1134
CHEMBL2152567,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(c2)C(F)(F)F,IC50,,,,0.0,1134
CHEMBL2152590,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(CCc3ccccc3)cc2,IC50,>,100000.0,nM,0.0,1134
CHEMBL200762,CHEMBL1141869,CC(NC(=O)c1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,59000.0,nM,4.229147988357855,1137
CHEMBL2152597,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(NC(=O)C3CCCCC3)cc2,IC50,>,100000.0,nM,0.0,1134
CHEMBL2151055,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccccc3F)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL492308,CHEMBL1153388,CC(C)C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,IC50,=,480.0,nM,6.318758762624412,1116
CHEMBL3105439,CHEMBL3102788,OCCn1c(nc2cc(ccc12)C(=O)O)c3ccc4OCOc4c3,IC50,,,,0.0,1113
CHEMBL3608444,CHEMBL3608247,CC(=O)NCCCC[C@H](NC(=O)C)C(=O)N[C@@H](CCCCNC(=S)C)C(=O)N[C@@H](CCc1ccccc1)C(=O)N,IC50,=,1450.0,nM,5.838631997765025,1162
CHEMBL1254693,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)c1ccccc1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL2017558,CHEMBL2016567,CC1(C)CC(=O)C2=C(C1)N(Nc3ccccc3)C4=C(C2c5ccccc5OCc6ccccc6)C(=O)CC(C)(C)C4,IC50,=,11080.0,nM,4.955460239607589,1153
CHEMBL387119,CHEMBL1137294,CN1C(=O)C(=C(C1=O)c2cn(CCCCCCCO)c3ccccc23)c4cn(CCCCCCCO)c5ccccc45,IC50,,,,0.0,1132
CHEMBL489527,CHEMBL1138523,Cc1cccc(c1)C2=C(Cc3c(O)ccc4ccccc34)C(=O)NC(=S)N2,IC50,=,44200.0,nM,4.354577730650908,1152
CHEMBL412723,CHEMBL3217699,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCC\N=C(\C)/S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)O,IC50,=,1700.0,nM,5.769551078621726,1141
CHEMBL469018,CHEMBL1155918,CC(C)(C)OC(=O)Nc1cccc(c1)c2noc(n2)C(=O)NNC(=S)Nc3ccc(cc3)C(F)(F)F,IC50,=,168000.0,nM,0.0,1168
CHEMBL3408824,CHEMBL3407343,CN1CCc2[nH]c3ccc(cc3c2C1)c4cccc(C)c4,IC50,,,,0.0,1148
CHEMBL3290219,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccc(O)cc3)n2c4ccccc4,IC50,,,,0.0,1112
CHEMBL540468,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(c2)c3ccccc3,IC50,=,52000.0,nM,4.2839966563652006,1134
CHEMBL504310,CHEMBL1153388,CSCC[C@H](NC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)Cc1cnc[nH]1)C(=O)O,IC50,=,180.0,nM,6.7447274948966935,1116
CHEMBL2338811,CHEMBL2331260,CS(=O)(=O)NCCN1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,380.0,nM,6.42021640338319,1133
CHEMBL1945673,CHEMBL1944602,Cl.CN(C)CCCCNC(=O)c1ccc(NC(=S)NC(=O)c2ccc(cc2)C(C)(C)C)cc1,IC50,=,17900.0,nM,4.747146969020107,1111
CHEMBL3408822,CHEMBL3407343,CC(=CCn1c2CCN(Cc3ccc(O)cc3)Cc2c4cc(ccc14)c5cccc(C)c5)C,IC50,,,,0.0,1148
CHEMBL3290212,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccc(C)cc3)n2CCCN4CCCC4=O,IC50,,,,0.0,1112
CHEMBL1576457,CHEMBL3351989,o1cccc1c2nnc3sc(nn23)c4ccccn4,IC50,=,44000.0,nM,4.356547323513812,1154
CHEMBL2171191,CHEMBL2169828,CN1C(=O)N=C2Oc3ccc4ccccc4c3C=C2C1=O,IC50,=,7000.0,nM,5.154901959985743,1169
CHEMBL384899,CHEMBL1137294,CN1C(=O)C(=C(C1=O)c2cn(Cc3ccccc3)c4ccccc24)c5cn(Cc6ccccc6)c7ccccc57,IC50,,,,0.0,1132
CHEMBL1483080,CHEMBL2169871,O=C1NC(=S)NC(=O)C1=Cc2cc3ccccc3[nH]2,IC50,=,6000.0,nM,5.221848749616356,111
CHEMBL3408983,CHEMBL3407343,CN1CCc2[nH]c3ccc(cc3c2C1)c4cnc(N)nc4,IC50,,,,0.0,1148
CHEMBL380797,CHEMBL1159066,CC(NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,123300.0,nM,0.0,1166
CHEMBL3343530,CHEMBL3351796,NC(=O)c1cncc(Oc2cccc3ccccc23)c1,IC50,=,4890.0,nM,5.31069114087638,1151
CHEMBL491960,CHEMBL2331260,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4,IC50,=,56000.0,nM,4.251811972993799,1133
CHEMBL2152581,CHEMBL2150931,CSc1ccc(Nc2ccccc2C(=O)N)cc1,IC50,,,,0.0,1134
CHEMBL491960,CHEMBL1152589,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4,IC50,>,600000.0,nM,0.0,1120
CHEMBL572123,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(CCO)c2,IC50,=,72000.0,nM,4.142667503568731,1134
CHEMBL3233733,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(ccc34)c5ccccc5)C(=O)NN2,IC50,=,41000.0,nM,4.3872161432802645,119
CHEMBL2338813,CHEMBL2331260,NC(=O)c1cc2ncnc(N3CCC(CCN4CCCC4)CC3)c2s1,IC50,=,110.0,nM,6.958607314841775,1133
CHEMBL1373988,CHEMBL3351989,CCOc1cccc(c1)c2nn3c(nnc3s2)c4occc4,IC50,=,19000.0,nM,4.721246399047171,1154
CHEMBL265502,CHEMBL3638460,Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,IC50,=,2620.0,nM,5.581698708680254,1155
CHEMBL597845,CHEMBL2177084,CC(C(=O)Nc1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,40300.0,nM,4.39469495385889,1110
