CMPD_CHEMBLID,DOC_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,relevance,qid
CHEMBL1254305,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)\C=C\C)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL1254866,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)Cc1ccccn1)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL3343656,CHEMBL3351796,NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4cccnc4)cccc23)c1,IC50,=,70700.0,nM,4.150580586203101,1151
CHEMBL596657,CHEMBL2169828,O=C1N=C2Oc3ccc4ccccc4c3C=C2C(=O)N1c5ccccc5,IC50,=,9800.0,nM,5.008773924307505,1169
CHEMBL271761,CHEMBL1143139,Brc1ccc2c3CC(C(=O)Oc3ccc2c1)c4ccccc4,IC50,<,5000.0,nM,5.301029995663981,1130
CHEMBL200924,CHEMBL1140425,Cc1ccc2c(c1)c3CCCC(C(=O)N)c3n2C,IC50,>,100000.0,nM,0.0,1167
CHEMBL3408817,CHEMBL3407343,CCCCn1c2CCNCc2c3cc(ccc13)c4ccc(cc4)S(=O)(=O)C,IC50,,,,0.0,1148
CHEMBL3343535,CHEMBL3351796,NC(=O)c1cncc(Oc2ccc3c(NC(=O)c4cccc(c4)[N+](=O)[O-])cccc3c2)c1,IC50,=,11700.0,nM,4.931814138253838,1151
CHEMBL592963,CHEMBL1152589,COCC#CC1N(C)CCc2cc(OC)c(O)cc12,IC50,=,570000.0,nM,0.0,1120
CHEMBL3233739,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(Br)ccc34)C(=O)NN2,IC50,=,37000.0,nM,4.431798275933005,119
CHEMBL1797739,CHEMBL1795290,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccc5ccccc5c4,IC50,=,12400.0,nM,4.906578314837764,1129
CHEMBL1775011,CHEMBL1773060,Nc1ncnc2c1nc(c3ccccc3)n2[C@@H]4O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]4O,IC50,=,31000.0,nM,4.508638306165727,1131
CHEMBL2332043,CHEMBL2331260,NC(=O)c1cc2ncnc(N3CCC(CCNC(=O)c4cccs4)CC3)c2s1,IC50,=,5.8,nM,8.236572006437063,1133
CHEMBL2314699,CHEMBL2311269,Oc1cccc(c1)C(=O)c2coc3ccc(O)cc23,IC50,=,31200.0,nM,4.505845405981557,1127
CHEMBL3427750,CHEMBL3425433,NC(=O)C1CCCc2c1[nH]nc2c3ccc(Cl)c(F)c3,IC50,=,2600.0,nM,5.585026652029182,116
CHEMBL3311071,CHEMBL3351989,C(c1ccccc1)c2nn3c(nnc3s2)c4occc4,IC50,=,37900.0,nM,4.421360790031928,1154
CHEMBL2152607,CHEMBL2150931,CN(C(=O)c1ccccc1)c2cccc(Nc3ccccc3C(=O)N)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL2152618,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccccc3C(F)(F)F)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL561596,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(CO)c2,IC50,=,60000.0,nM,4.221848749616356,1134
CHEMBL3343523,CHEMBL3351796,NC(=O)c1cncc(Nc2ccc3ccccc3c2)c1,IC50,=,33600.0,nM,4.4736607226101555,1151
CHEMBL1254032,CHEMBL1833937,C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](C)NC(=O)C)C(=O)O,IC50,=,240.0,nM,6.619788758288394,114
CHEMBL215918,CHEMBL1144627,Fc1ccc(COc2ccc(\C=C\C(=O)NC3(CCNCC3)C(=O)NCCc4c[nH]c5ccc(F)cc45)cc2)cc1,IC50,=,73000.0,nM,4.136677139879544,112
CHEMBL3408827,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc2c3cc(ccc13)c4cccc(C)c4)C(C)C,IC50,=,26000.0,nM,4.585026652029182,1148
CHEMBL1835308,CHEMBL1833937,C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@@H]1CCCN(C1)C(=O)OC(C)(C)C)C(=O)O,IC50,=,970.0,nM,6.013228265733755,114
CHEMBL1869344,CHEMBL3351989,COc1cc(cc(OC)c1OC)c2nn3c(nnc3s2)c4occc4,IC50,=,35600.0,nM,4.448550002027125,1154
CHEMBL412723,CHEMBL3217631,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCC\N=C(\C)/S)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]cn1)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CO)NC(=O)[C@H](CCC(=O)N)NC(=O)CNC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCCN)[C@@H](C)O)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)O,IC50,=,1700.0,nM,5.769551078621726,1163
CHEMBL3427752,CHEMBL3425433,NC(=O)C1CCCc2c1[nH]nc2c3ccc(Br)cc3,IC50,=,1900.0,nM,5.721246399047171,116
CHEMBL888,CHEMBL3588849,NC1=NC(=O)N(C=C1)[C@@H]2O[C@H](CO)[C@@H](O)C2(F)F,IC50,,,,0.0,1128
CHEMBL2314709,CHEMBL2311269,COc1cc2c(C(=O)c3ccc(Br)cc3)c(C)oc2c4ccccc14,IC50,>,300000.0,nM,0.0,1127
CHEMBL1794051,CHEMBL1156803,OC1Nc2ccc(I)cc2C1=Cc3cc(Br)c(O)c(Br)c3,IC50,=,41600.0,nM,4.380906669373257,1122
CHEMBL584353,CHEMBL3217699,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,IC50,=,140000.0,nM,0.0,1141
CHEMBL2332050,CHEMBL2331260,CC(=O)NCC1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,16000.0,nM,4.795880017344075,1133
CHEMBL3608311,CHEMBL3608247,CC(=O)NC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](Cc1ccc2ccccc2c1)NC(=O)C)C(=O)N,IC50,=,18900.0,nM,4.723538195826755,1162
CHEMBL298346,CHEMBL1137294,O=C1N(Cc2ccccc2)C(=O)C(=C1c3c[nH]c4ccccc34)c5c[nH]c6ccccc56,IC50,,,,0.0,1132
CHEMBL115600,CHEMBL1140425,Cc1ccc2[nH]c3C(CCCc3c2c1)C(=O)N,IC50,=,2500.0,nM,5.6020599913279625,1167
CHEMBL1835311,CHEMBL1833937,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2O,IC50,=,5100.0,nM,5.292429823902063,114
CHEMBL3427754,CHEMBL3425433,Cc1ccc(cc1)c2n[nH]c3C(CCCc23)C(=O)N,IC50,=,6200.0,nM,5.207608310501746,116
CHEMBL523676,CHEMBL1153388,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](C)N)[C@@H](C)O)C(=O)O,IC50,=,3200.0,nM,5.494850021680094,1116
CHEMBL3221535,CHEMBL3217699,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCNC(=O)C)NC(=O)C)C(=O)N,IC50,=,2100.0,nM,5.6777807052660805,1141
CHEMBL2152625,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccc(Cl)cc3)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL3408981,CHEMBL3407343,CCCCCCCCn1c2CCN(Cc2c3cc(ccc13)c4cnc(N)nc4)S(=O)(=O)C,IC50,,,,0.0,1148
CHEMBL1814815,CHEMBL1811808,CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCNC(=O)C)NC(=O)C)C(=O)N,IC50,=,5900.0,nM,5.229147988357855,1157
CHEMBL302449,CHEMBL1137294,Cn1c2ccccc2c3c4C(=O)NCc4c5c6ccccc6n(CCC#N)c5c13,IC50,,,,0.0,1132
CHEMBL2314706,CHEMBL2311269,Cc1ccc(cc1)C(=O)c2coc3c4ccccc4c(O)cc23,IC50,>,300000.0,nM,0.0,1127
CHEMBL380797,CHEMBL1137294,CC(NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,,,,0.0,1132
CHEMBL1591531,CHEMBL2203031,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCSC(=N)N)c4ccccc34)c5ccccc15.CS(=O)(=O)O,IC50,=,3500.0,nM,5.455931955649724,1156
CHEMBL491960,CHEMBL1795290,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4,IC50,=,57900.0,nM,4.2373214362725635,1129
CHEMBL491960,CHEMBL3232806,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4,IC50,=,56000.0,nM,4.251811972993799,119
CHEMBL2152620,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccc(cc3)C(F)(F)F)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL420311,CHEMBL3351796,NC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,210.0,nM,6.6777807052660805,1151
CHEMBL505399,CHEMBL1153388,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,IC50,=,180.0,nM,6.7447274948966935,1116
CHEMBL420311,CHEMBL2331260,NC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,260.0,nM,6.585026652029182,1133
CHEMBL3290209,CHEMBL3286262,CCOC(=O)c1ccc2c(c1)nc(c3ccccc3)n2CCCN4CCCC4=O,IC50,,,,0.0,1112
CHEMBL224864,CHEMBL3217699,Clc1ccc(Cl)c(c1)c2oc(\C=C(/C#N)\C(=O)Nc3cccc4ncccc34)cc2,IC50,,,,0.0,1141
CHEMBL2152574,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(cc2)C(F)(F)F,IC50,,,,0.0,1134
CHEMBL371286,CHEMBL1141869,CC(NC(=O)c1ccccc1\N=C\c2cccc3ccccc23)c4ccccc4,IC50,,,,0.0,1137
CHEMBL2152580,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(cc2)C(=O)O,IC50,,,,0.0,1134
CHEMBL171137,CHEMBL1140425,CCOC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,>,100000.0,nM,0.0,1167
CHEMBL1332714,CHEMBL2311269,COc1ccc(OC)c(c1)C(=O)c2coc3ccc(OC(=O)C)cc23,IC50,>,300000.0,nM,0.0,1127
CHEMBL3343652,CHEMBL3351796,NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4ccccc4)cccc23)c1,IC50,=,52700.0,nM,4.278189384787454,1151
CHEMBL490905,CHEMBL1795290,Clc1ccccc1C(=O)C2Cc3c(OC2=O)ccc4ccccc34,IC50,=,89800.0,nM,4.0467236633326955,1129
CHEMBL551010,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(\C=C\C(=O)O)c2,IC50,=,58000.0,nM,4.236572006437063,1134
CHEMBL3311079,CHEMBL3351989,CCC(Oc1ccccc1)c2nn3c(nnc3s2)c4occc4,IC50,>,100000.0,nM,0.0,1154
CHEMBL2017560,CHEMBL2016567,CC1(C)CC(=O)C2=C(C1)N(Nc3ccccc3)C4=C(C2c5ccc(OCc6ccccc6)cc5)C(=O)CC(C)(C)C4,IC50,=,43140.0,nM,4.365119859233474,1153
CHEMBL3311064,CHEMBL3351989,CCOc1cc(cc(OCC)c1OCC)c2nn3c(nnc3s2)c4occc4,IC50,=,65700.0,nM,4.182434630440219,1154
CHEMBL3105174,CHEMBL3102788,CCOC(=O)c1ccc2c(c1)nc(c3ccc(OC(F)(F)F)cc3)n2CCO,IC50,,,,0.0,1113
CHEMBL82949,CHEMBL1152589,OC(=O)CCN1Cc2ccccc2C1=O,IC50,=,80000.0,nM,4.096910013008056,1120
CHEMBL2152626,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCc3ccccc3Br)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL3311070,CHEMBL3351989,C1Oc2ccccc2OC1c3nn4c(nnc4s3)c5occc5,IC50,=,8900.0,nM,5.050609993355087,1154
CHEMBL584353,CHEMBL2169871,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,IC50,=,2700.0,nM,5.568636235841012,111
CHEMBL1305963,CHEMBL3351989,Fc1ccc(cc1)c2oc(cc2)c3nn4c(nnc4s3)c5occc5,IC50,>,100000.0,nM,0.0,1154
CHEMBL508272,CHEMBL1152589,CC(C)CCCCCCCCC[C@@H]1CC(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)O1,IC50,>,600000.0,nM,0.0,1120
CHEMBL569449,CHEMBL1156803,Oc1c(Br)cc(\C=C\2/C(=O)Nc3c(Cl)c(Cl)ccc23)cc1Br,IC50,=,40600.0,nM,4.391473966422806,1122
CHEMBL1835307,CHEMBL1833937,C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)CCc1ccccc1O)C(=O)O,IC50,=,1000.0,nM,6.0,114
CHEMBL2152615,CHEMBL2150931,Cc1ccccc1CCOc2cccc(Nc3ccccc3C(=O)N)c2,IC50,>,100000.0,nM,0.0,1134
CHEMBL3601363,CHEMBL3600344,CNC(=S)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=O)C)NC(=O)C)C(=O)N[C@@H](CCCCNC(=O)C)C(=O)N,IC50,=,5600.0,nM,5.251811972993799,115
CHEMBL3310819,CHEMBL3351989,Cc1ccc(cc1)c2nn3c(nnc3s2)c4occc4,IC50,=,27400.0,nM,4.562249437179612,1154
CHEMBL2338810,CHEMBL2331260,CS(=O)(=O)NCCC1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,4.3,nM,8.366531544420413,1133
CHEMBL1254380,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNC(=O)C=C(C)C)NC(=O)[C@H](C)NC(=O)C,IC50,=,46000.0,nM,4.337242168318426,1159
CHEMBL3343654,CHEMBL3351796,NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4cccc(c4)[N+](=O)[O-])cccc23)c1,IC50,=,64000.0,nM,4.1938200260161125,1151
CHEMBL2203540,CHEMBL2203031,CN1C(=S)NC(=O)\C(=C/c2ccc(OCc3ccccc3)cc2)\C1=O,IC50,=,56500.0,nM,4.247951552180561,1156
CHEMBL380797,CHEMBL1795336,CC(NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,68000.0,nM,4.167491087293763,1143
CHEMBL2017706,CHEMBL2016567,COc1ccc(C(=O)NN2C3=C(C(C4=C2CC(C)(C)CC4=O)c5ccc(OCc6ccccc6)cc5)C(=O)CC(C)(C)C3)c(OC)n1,IC50,=,25018.0,nM,4.601747411816118,1153
CHEMBL3343528,CHEMBL3351796,NC(=O)c1cncc(Nc2cccc3ccccc23)c1,IC50,=,40900.0,nM,4.388276691992658,1151
CHEMBL3698623,CHEMBL3638460,Oc1cc(O)c2cc(oc2c1)c3cc(F)cc(F)c3,IC50,=,36700.0,nM,4.435333935747911,1155
CHEMBL3609652,CHEMBL3608247,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](Cc1ccc(cc1)c2ccccc2)NC(=O)C)C(=O)N,IC50,=,3030.0,nM,5.518557371497695,1162
CHEMBL420311,CHEMBL1140425,NC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,>,100000.0,nM,0.0,1167
CHEMBL265502,CHEMBL2016567,Cc1ccc(cc1NC(=O)c2cccc(NC(=O)Nc3cccc(c3)C(=O)Nc4cc(ccc4C)C(=O)Nc5ccc(c6cc(cc(c56)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)c2)C(=O)Nc7ccc(c8cc(cc(c78)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O,IC50,=,2800.0,nM,5.552841968657781,1153
CHEMBL3609650,CHEMBL3608247,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CCc1ccccc1)NC(=O)C)C(=O)N,IC50,=,3650.0,nM,5.437707135543525,1162
CHEMBL492521,CHEMBL1153388,C[C@@H](O)[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](C)C(=O)O,IC50,=,8800.0,nM,5.055517327849831,1116
CHEMBL3408985,CHEMBL3407343,CCCCCCCCn1c2CCNCc2c3cc(ccc13)c4ccnc(F)c4,IC50,,,,0.0,1148
CHEMBL2152595,CHEMBL2150931,CC(=O)Nc1ccc(Nc2ccccc2C(=O)N)cc1,IC50,>,100000.0,nM,0.0,1134
CHEMBL372374,CHEMBL1140425,NC(=O)C1NCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,18000.0,nM,4.7447274948966935,1167
CHEMBL2152614,CHEMBL2150931,NC(=O)c1ccccc1Nc2cccc(OCCCc3ccccc3)c2,IC50,>,300000.0,nM,0.0,1134
CHEMBL1797748,CHEMBL1795290,Oc1ccc2ccccc2c1CC3=C(CCc4ccccc4)NC(=S)NC3=O,IC50,=,17500.0,nM,4.756961951313706,1129
CHEMBL3311062,CHEMBL3351989,CCOc1ccc(cc1)c2nn3c(nnc3s2)c4occc4,IC50,=,31300.0,nM,4.504455662453552,1154
CHEMBL6291,CHEMBL1152589,Cn1cc(C2=C(C(=O)NC2=O)c3cn(CCCSC(=N)N)c4ccccc34)c5ccccc15,IC50,=,25000.0,nM,4.6020599913279625,1120
CHEMBL596655,CHEMBL1159066,CC(NS(=O)(=O)c1ccc(cc1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,44100.0,nM,4.355561410532161,1166
CHEMBL3218174,CHEMBL3217631,CSCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCCC(=O)N)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)C)C(=O)N,IC50,=,11700.0,nM,4.931814138253838,1163
CHEMBL1945137,CHEMBL1944602,Cl.CC(C)c1ccc(cc1)C(=O)NC(=S)Nc2ccc(NC(=O)CCCCN(C)C)cc2,IC50,=,42700.0,nM,4.369572124974976,1111
CHEMBL507676,CHEMBL1153388,CC[C@H](C)[C@H](NC(=O)[C@@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H](N)CO)[C@@H](C)O)C(=O)O,IC50,=,5000.0,nM,5.301029995663981,1116
CHEMBL1797725,CHEMBL1795290,O=C(C1Cc2c(OC1=O)ccc3ccccc23)c4ccc5ccccc5c4,IC50,,,,0.0,1129
CHEMBL3236132,CHEMBL3232889,NC(=O)c1ccccc1Nc2cccc(c2)c3cn(CCC4CCCC4)nn3,IC50,>,100000.0,nM,0.0,1164
CHEMBL3698625,CHEMBL3638460,Oc1cc(O)c2c(coc2c1)c3cc(F)cc(F)c3,IC50,=,274000.0,nM,0.0,1155
CHEMBL2332053,CHEMBL2331260,CC(=S)NCCN1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,490.0,nM,6.309803919971486,1133
CHEMBL1253941,CHEMBL1250463,COC(=O)[C@H](C)NC(=O)[C@H](CCCCNS(=O)(=O)C(F)(F)F)NC(=O)[C@H](C)NC(=O)C,IC50,,,,0.0,1159
CHEMBL3427748,CHEMBL3425433,NC(=O)C1CCCc2c1[nH]nc2c3ccc(Cl)c(Cl)c3,IC50,=,1200.0,nM,5.920818753952375,116
CHEMBL2338814,CHEMBL2331260,NC(=O)c1cc2ncnc(N3CCN(CCN4CCCC4)CC3)c2s1,IC50,=,53.0,nM,7.275724130399211,1133
CHEMBL3311074,CHEMBL3351989,COc1ccc(Cc2nn3c(nnc3s2)c4occc4)cc1,IC50,=,76900.0,nM,4.114073660198569,1154
CHEMBL1140,CHEMBL1155190,NC(=O)c1cccnc1,IC50,=,100000.0,nM,0.0,1144
CHEMBL584353,CHEMBL1833937,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,IC50,=,9900.0,nM,5.00436480540245,114
CHEMBL3343534,CHEMBL3351796,Cc1ccc(cc1)C(=O)Nc2cccc3cc(Oc4cncc(c4)C(=O)N)ccc23,IC50,=,3820.0,nM,5.4179366370882915,1151
CHEMBL1835310,CHEMBL1833937,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2F,IC50,=,7400.0,nM,5.130768280269024,114
CHEMBL3219559,CHEMBL3217484,COc1ccc(CN2C(=S)NC(=O)C(=C2c3ccccc3)Cc4c(O)ccc5ccccc45)cc1,IC50,=,58200.0,nM,4.235077015350111,113
CHEMBL1455931,CHEMBL3351989,Cc1ccc(OCc2nn3c(nnc3s2)c4occc4)cc1,IC50,=,29300.0,nM,4.53313237964589,1154
CHEMBL596656,CHEMBL1159066,CC(CSc1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,40300.0,nM,4.39469495385889,1166
CHEMBL372574,CHEMBL1140425,NC(=O)C1NCCc2c1[nH]c3ccc(Br)cc23,IC50,>,100000.0,nM,0.0,1167
CHEMBL3105183,CHEMBL3102788,CN(C)c1ccc(cc1)c2nc3cc(ccc3n2CCO)C(=O)O,IC50,,,,0.0,1113
CHEMBL371432,CHEMBL1140425,NC(=O)[C@@H]1CCCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,23000.0,nM,4.638272163982407,1167
CHEMBL2332044,CHEMBL2331260,CC(C)(C)OC(=O)NCCC1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,17.0,nM,7.769551078621726,1133
CHEMBL2332047,CHEMBL2331260,NC(=O)c1cc2ncnc(N3CCCCC3)c2s1,IC50,=,15000.0,nM,4.823908740944319,1133
CHEMBL3601368,CHEMBL3600344,CC(=O)NCCCC[C@H](NC(=O)[C@H](CCCCNC(=S)NCCC(=O)O)NC(=O)[C@H](CCCCNC(=O)C)NC(=O)C)C(=O)N,IC50,>,100000.0,nM,0.0,115
CHEMBL3219831,CHEMBL3217699,CSCC[C@H](NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CCCCNC(=S)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc3c[nH]cn3)NC(=O)C)C(=O)N,IC50,=,6000.0,nM,5.221848749616356,1141
CHEMBL491960,CHEMBL2169871,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4,IC50,=,56000.0,nM,4.251811972993799,111
CHEMBL2181510,CHEMBL2177084,CC(CS(=O)(=O)c1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,40300.0,nM,4.39469495385889,1110
CHEMBL2203543,CHEMBL2203031,Brc1ccc(COc2ccc(C=C3C(=O)NC(=S)NC3=O)cc2)cc1,IC50,=,9900.0,nM,5.00436480540245,1156
CHEMBL420311,CHEMBL1144627,NC(=O)C1CCCc2c1[nH]c3ccc(Cl)cc23,IC50,=,280.0,nM,6.552841968657781,112
CHEMBL2203537,CHEMBL2203031,CN1C(=S)NC(=O)\C(=C/c2c[nH]c3ccccc23)\C1=O,IC50,=,42400.0,nM,4.372634143407267,1156
CHEMBL1254035,CHEMBL1250463,CC(=[Se])NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,IC50,=,1800.0,nM,5.7447274948966935,1159
CHEMBL2314708,CHEMBL2311269,COc1ccc(cc1)C(=O)c2coc3c4ccccc4c(O)cc23,IC50,=,256000.0,nM,0.0,1127
CHEMBL1814814,CHEMBL3600344,CC(=O)NCCC[C@H](NC(=O)[C@H](CCCCNC(=S)N)NC(=O)[C@H](CCCNC(=O)C)NC(=O)C)C(=O)N,IC50,=,89500.0,nM,4.048176964684088,115
CHEMBL596657,CHEMBL1795290,O=C1N=C2Oc3ccc4ccccc4c3C=C2C(=O)N1c5ccccc5,IC50,=,8400.0,nM,5.075720713938118,1129
CHEMBL596657,CHEMBL3425488,O=C1N=C2Oc3ccc4ccccc4c3C=C2C(=O)N1c5ccccc5,IC50,=,9800.0,nM,5.008773924307505,1150
CHEMBL3343526,CHEMBL3351796,NC(=O)c1cncc(Sc2ccc3ccccc3c2)c1,IC50,=,26900.0,nM,4.570247719997592,1151
CHEMBL1254126,CHEMBL1250463,CP(=S)(C)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,IC50,,,,0.0,1159
CHEMBL2171196,CHEMBL2169828,O=C1N=C2Oc3ccc4ccccc4c3C=C2C(=O)N1C5CCCCC5,IC50,=,21100.0,nM,4.675717544702307,1169
CHEMBL2338809,CHEMBL2331260,CC(C)(C)C(=O)NCCN1CCN(CC1)c2ncnc3cc(sc23)C(=O)N,IC50,=,120.0,nM,6.920818753952375,1133
CHEMBL2152575,CHEMBL2150931,CC(C)(C)c1ccc(Nc2ccccc2C(=O)N)cc1,IC50,,,,0.0,1134
CHEMBL3233742,CHEMBL3232806,COc1cc2ccccc2c(CC3=C(NNC3=O)c4ccc(C)cc4)c1O,IC50,=,26000.0,nM,4.585026652029182,119
CHEMBL200762,CHEMBL1159066,CC(NC(=O)c1cccc(c1)\N=C\c2c(O)ccc3ccccc23)c4ccccc4,IC50,=,58600.0,nM,4.23210238398191,1166
CHEMBL173124,CHEMBL1140425,NC(=O)C1CCc2c(C1)[nH]c3ccc(Cl)cc23,IC50,=,34500.0,nM,4.462180904926726,1167
CHEMBL521799,CHEMBL1138523,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccc(Br)cc4,IC50,=,12700.0,nM,4.896196279044043,1152
CHEMBL3343655,CHEMBL3351796,NC(=O)c1cncc(Oc2cccc3c(NC(=O)c4ccncc4)cccc23)c1,IC50,=,15400.0,nM,4.8124792791635365,1151
CHEMBL3310821,CHEMBL3351989,COc1ccc(cc1)c2nn3c(nnc3s2)c4occc4,IC50,=,46700.0,nM,4.330683119433887,1154
CHEMBL2017697,CHEMBL2016567,CC1(C)CC(=O)C2=C(C1)N(NC(=O)c3ccccc3)C4=C(C2c5ccc(OCc6ccccc6)cc5)C(=O)CC(C)(C)C4,IC50,=,45970.0,nM,4.3375254962496905,1153
CHEMBL2152577,CHEMBL2150931,NC(=O)c1ccccc1Nc2ccc(OCc3ccccc3)cc2,IC50,>,100000.0,nM,0.0,1134
CHEMBL2171197,CHEMBL2169828,O=C1N=C2Oc3ccc4ccccc4c3C=C2C(=O)N1Cc5ccccc5,IC50,=,12000.0,nM,4.920818753952375,1169
CHEMBL1140,CHEMBL2203031,NC(=O)c1cccnc1,IC50,=,50000.0,nM,4.301029995663981,1156
