CMPD_CHEMBLID,DOC_CHEMBLID,CANONICAL_SMILES,STANDARD_TYPE,RELATION,STANDARD_VALUE,STANDARD_UNITS,relevance,qid
CHEMBL2382164,CHEMBL2380241,Fc1ccc(cc1)N2C(=O)CC(N3CCC(Cc4ccccc4)CC3)C2=O,Inhibition,=,15.0,%,15.0,3222
CHEMBL584353,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2ccccc2,Inhibition,=,62.0,%,62.0,321
CHEMBL1835312,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)c2ccccc2,Inhibition,=,74.0,%,74.0,321
CHEMBL2420991,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc2ccccc2)C(=O)Nc3ccccc3,Inhibition,=,69.0,%,69.0,321
CHEMBL2417689,CHEMBL2417552,C[C@H](NC(=O)[C@H](CCCCNC(=S)C)NC(=O)OCc1ccccc1)C(=O)N,Inhibition,=,85.0,%,85.0,321
CHEMBL2382090,CHEMBL2380241,Clc1ccc(Cl)c(c1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,65.0,%,65.0,3222
CHEMBL3343519,CHEMBL3351796,NC(=O)c1ccc(Oc2cccc3ccccc23)nc1,Inhibition,=,39.0,%,39.0,3217
CHEMBL2203542,CHEMBL2203031,C=CCN1C(=S)NC(=O)\C(=C/c2ccc(OCc3ccccc3)cc2)\C1=O,Inhibition,=,13.0,%,13.0,322
CHEMBL2164005,CHEMBL2163190,Clc1cc(Br)c2OC(CCc3ccccc3)CC(=O)c2c1,Inhibition,=,16.0,%,16.0,3219
CHEMBL3233739,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(Br)ccc34)C(=O)NN2,Inhibition,=,21.0,%,21.0,3210
CHEMBL3233742,CHEMBL3232806,COc1cc2ccccc2c(CC3=C(NNC3=O)c4ccc(C)cc4)c1O,Inhibition,=,14.0,%,14.0,3210
CHEMBL3237032,CHEMBL3580657,CN(c1ccc(Cl)cn1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,8.0,%,8.0,327
CHEMBL3237032,CHEMBL3232865,CN(c1ccc(Cl)cn1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,21.0,%,21.0,323
CHEMBL1604981,CHEMBL2380241,Cc1cccc(c1)N2C(=O)CC(N3CCN(CC3)c4cccc(c4)C(F)(F)F)C2=O,Inhibition,=,13.0,%,13.0,3222
CHEMBL2382092,CHEMBL2380241,Clc1cccc(c1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,17.0,%,17.0,3222
CHEMBL3236972,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,12.0,%,12.0,323
CHEMBL3237034,CHEMBL3232865,CC(O)c1ccc(cc1)N(C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,21.0,%,21.0,323
CHEMBL2382093,CHEMBL2380241,Brc1ccccc1c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,33.0,%,33.0,3222
CHEMBL2382110,CHEMBL2380241,Fc1cc(Cl)c(cc1F)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,41.0,%,41.0,3222
CHEMBL1410807,CHEMBL2380241,Cc1ccccc1CC2CCN(CCCNC(=O)Nc3ccccc3)CC2,Inhibition,=,10.0,%,10.0,3222
CHEMBL2443308,CHEMBL2440052,CNC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H]4N(C)c5ccccc5C(=O)N14,Inhibition,=,26.0,%,26.0,3211
CHEMBL2417688,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)N,Inhibition,=,77.0,%,77.0,321
CHEMBL2382107,CHEMBL2380241,Clc1ccc(CC(=O)Nc2ccc3oc(nc3c2)c4ccccc4Br)cc1,Inhibition,=,32.0,%,32.0,3222
CHEMBL2417692,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCc1ccccc1)C(=O)NCC(=O)c2ccccc2,Inhibition,=,68.0,%,68.0,321
CHEMBL3343529,CHEMBL3351796,NC(=O)c1cccc(Oc2cccc3ccccc23)c1,Inhibition,=,35.0,%,35.0,3217
CHEMBL3343510,CHEMBL3351796,NC(=O)c1ccc(Nc2ccc3ccccc3c2)cc1,Inhibition,=,47.0,%,47.0,3217
CHEMBL3580806,CHEMBL3580657,[O-][S+](Cc1ccc(Cl)cc1)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,11.0,%,11.0,327
CHEMBL3233740,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4ccc(Br)cc34)C(=O)NN2,Inhibition,=,13.0,%,13.0,3210
CHEMBL3233731,CHEMBL3232806,Oc1ccc2ccccc2c1CC3=C(NNC3=O)c4ccc(F)cc4,Inhibition,=,9.0,%,9.0,3210
CHEMBL3233749,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(Br)ccc34)C(=O)ON2,Inhibition,=,18.0,%,18.0,3210
CHEMBL3237014,CHEMBL3232865,CN(c1ccc(cc1)C(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,4.0,%,4.0,323
CHEMBL2420987,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCc1cccnc1)C(=O)Nc2ccccc2,Inhibition,=,44.0,%,44.0,321
CHEMBL2382165,CHEMBL2380241,Oc1cccc(NC(=O)CSc2ncnc3c2oc4ccccc34)c1,Inhibition,=,39.0,%,39.0,3222
CHEMBL2382108,CHEMBL2380241,[O-][N+](=O)c1ccc(cc1)N2CCN(CC2)C3CC(=O)N(C3=O)c4ccccc4,Inhibition,=,74.0,%,74.0,3222
CHEMBL2443304,CHEMBL2440052,COC(=O)[C@@H]1Cc2c([nH]c3ccccc23)[C@H]4N(C)c5ccccc5C(=O)N14,Inhibition,=,21.0,%,21.0,3211
CHEMBL3233962,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(Br)ccc34)C(=O)ON2Cc5ccccc5,Inhibition,=,24.0,%,24.0,3210
CHEMBL3237017,CHEMBL3232865,CN(c1ccc(cc1)C(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C(=O)C,Inhibition,=,0.0,%,0.0,323
CHEMBL3233746,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4nc(Br)ccc34)C(=O)NN2,Inhibition,=,42.0,%,42.0,3210
CHEMBL1361154,CHEMBL2380241,Fc1ccccc1c2oc3ccc(NC(=O)Cc4ccc(Cl)cc4)cc3n2,Inhibition,=,17.0,%,17.0,3222
CHEMBL491960,CHEMBL3232806,Oc1ccc2ccccc2c1CC3=C(NC(=S)NC3=O)c4ccccc4,Inhibition,=,16.0,%,16.0,3210
CHEMBL3233744,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4ncccc34)C(=O)NN2,Inhibition,=,16.0,%,16.0,3210
CHEMBL1773709,CHEMBL2380241,Clc1ccc(cc1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,13.0,%,13.0,3222
CHEMBL2417693,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCCc1ccccc1)C(=O)NCC(=O)c2ccccc2,Inhibition,=,72.0,%,72.0,321
CHEMBL3233737,CHEMBL3232806,CCc1ccc2c(CC3=C(NNC3=O)c4ccc(C)cc4)c(O)ccc2c1,Inhibition,=,7.0,%,7.0,3210
CHEMBL1489020,CHEMBL2380241,Cc1ccc(NC(=O)NCC2CCN(Cc3cc(C)ccc3Cl)CC2)c(C)c1,Inhibition,=,7.5,%,7.5,3222
CHEMBL2417683,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(O)c2ccccc2,Inhibition,=,45.0,%,45.0,321
CHEMBL3233730,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4ccccc34)C(=O)NN2,Inhibition,=,21.0,%,21.0,3210
CHEMBL2417691,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCCc1cccnc1,Inhibition,=,24.0,%,24.0,321
CHEMBL2382160,CHEMBL2380241,Fc1ccccc1c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,16.0,%,16.0,3222
CHEMBL3343517,CHEMBL3351796,NC(=O)c1ccc(Nc2cccc3ccccc23)nc1,Inhibition,=,38.0,%,38.0,3217
CHEMBL2382101,CHEMBL2380241,Clc1cccc(c1)N2C(=O)CC(N3CCN(CC3)C(=O)c4ccccc4)C2=O,Inhibition,=,11.0,%,11.0,3222
CHEMBL3236962,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(F)cn3,Inhibition,=,0.0,%,0.0,323
CHEMBL3343493,CHEMBL3351796,Cc1ccc(cc1)C(=O)Nc2cccc3cc(ccc23)S(=O)(=O)O,Inhibition,=,22.0,%,22.0,3217
CHEMBL3237025,CHEMBL3232865,CN(c1ccc(cc1)S(=O)(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(Cl)cc3,Inhibition,=,0.0,%,0.0,323
CHEMBL3343524,CHEMBL3351796,NC(=O)c1cccc(Oc2ccc3ccccc3c2)c1,Inhibition,=,49.0,%,49.0,3217
CHEMBL2382091,CHEMBL2380241,Fc1ccccc1c2oc3ccc(NC(=O)\C=C\c4ccccc4)cc3n2,Inhibition,=,38.0,%,38.0,3222
CHEMBL3237023,CHEMBL3232865,CN(c1ccc(cc1)S(=O)(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N,Inhibition,=,0.0,%,0.0,323
CHEMBL2382158,CHEMBL2380241,FC(F)(F)c1cccc(c1)N2CCN(CC2)C3CC(=O)N(C3=O)c4ccc(Cl)cc4,Inhibition,=,20.0,%,20.0,3222
CHEMBL2382105,CHEMBL2380241,Clc1cccc(c1Cl)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,48.0,%,48.0,3222
CHEMBL3233743,CHEMBL3232806,COc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(Br)ccc34)C(=O)NN2,Inhibition,=,18.0,%,18.0,3210
CHEMBL3236708,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3cc(Cl)cnn3,Inhibition,=,4.0,%,4.0,323
CHEMBL1577988,CHEMBL2380241,CC(=O)Nc1ccc(NC(=O)CCC(=O)OCC(=O)c2cccc(c2)[N+](=O)[O-])cc1,Inhibition,=,6.7,%,6.7,3222
CHEMBL2417687,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)Nc2cccnc2,Inhibition,=,59.0,%,59.0,321
CHEMBL3233961,CHEMBL3232806,CN1OC(=O)C(=C1c2ccc(C)cc2)Cc3c(O)ccc4cc(Br)ccc34,Inhibition,=,17.0,%,17.0,3210
CHEMBL2417696,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc2ccccc2)C(=O)NCC(=O)c3ccccc3,Inhibition,=,90.0,%,90.0,321
CHEMBL1714005,CHEMBL2203031,O=C1NC(=S)NC(=O)C1=Cc2c[nH]c3ccccc23,Inhibition,=,14.0,%,14.0,322
CHEMBL3580802,CHEMBL3580657,COc1ccc(CS(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)C#N)cc1,Inhibition,=,0.0,%,0.0,327
CHEMBL2382094,CHEMBL2380241,Cc1cccc(c1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,32.0,%,32.0,3222
CHEMBL1603441,CHEMBL2380241,COc1ccc(CCNC2CC(=O)N(CCc3ccc(OC)c(OC)c3)C2=O)cc1OC,Inhibition,=,16.0,%,16.0,3222
CHEMBL2420988,CHEMBL2417552,CN(C)CC(=O)N[C@@H](CCCCNC(=S)C)C(=O)Nc1ccccc1,Inhibition,=,16.0,%,16.0,321
CHEMBL3236969,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)S(=O)(=O)C,Inhibition,=,10.0,%,10.0,323
CHEMBL2443306,CHEMBL2440052,CN1[C@H]2N([C@@H](Cc3c2[nH]c4ccccc34)C(=O)O)C(=O)c5ccccc15,Inhibition,=,61.0,%,61.0,3211
CHEMBL569451,CHEMBL1156803,Oc1ccc(\C=C\2/C(=O)Nc3c(Cl)c(Cl)ccc23)cc1,Inhibition,=,13.5,%,13.5,3221
CHEMBL2420981,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCCCCc1ccccc1)C(=O)NCc2ccccc2,Inhibition,=,84.0,%,84.0,321
CHEMBL3237063,CHEMBL3232865,CN(c1ccc(cc1)S(=O)(=O)C)S(=O)(=O)c2cccc(NC(=O)c3ccc(Br)cc3)c2,Inhibition,=,13.0,%,13.0,323
CHEMBL2420989,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(=O)Nc2ccccc2,Inhibition,=,45.0,%,45.0,321
CHEMBL2382162,CHEMBL2380241,COc1ccc(cc1)N2C(=O)CC(N3CCN(CC3)c4ccccc4O)C2=O,Inhibition,=,8.4,%,8.4,3222
CHEMBL2203548,CHEMBL2203031,Clc1cccc(c1Cl)c2oc(\C=C\3/C(=O)NC(=S)N(CC=C)C3=O)cc2,Inhibition,=,41.0,%,41.0,322
CHEMBL2382103,CHEMBL2380241,FC(F)(F)c1cccc(c1)N2CCN(CC2)C3CC(=O)N(C3=O)c4cccc(Cl)c4,Inhibition,=,13.0,%,13.0,3222
CHEMBL2382097,CHEMBL2380241,Clc1ccc(c(Cl)c1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,71.0,%,71.0,3222
CHEMBL2417680,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCCc2ccccc2,Inhibition,=,41.0,%,41.0,321
CHEMBL2443305,CHEMBL2440052,COC(=O)[C@H]1Cc2c([nH]c3ccccc23)[C@@H]4N(C)c5ccccc5C(=O)N14,Inhibition,=,17.0,%,17.0,3211
CHEMBL2382157,CHEMBL2380241,Cc1ccc(cc1)N2C(=O)CC(N3CCN(CC3)c4ccc(F)cc4)C2=O,Inhibition,=,6.6,%,6.6,3222
CHEMBL2382100,CHEMBL2380241,COc1ccc(cc1)N2C(=O)CC(NCCc3ccc(cc3)S(=O)(=O)N)C2=O,Inhibition,=,7.6,%,7.6,3222
CHEMBL2417682,CHEMBL2417552,COc1ccc(cc1)C(=O)CNC(=O)[C@H](CCCCNC(=S)C)NC(=O)OCc2ccccc2,Inhibition,=,82.0,%,82.0,321
CHEMBL2417698,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)c1ccccc1,Inhibition,=,63.0,%,63.0,321
CHEMBL3233747,CHEMBL3232806,Cc1cc(Cl)nc2ccc(O)c(CC3=C(NNC3=O)c4ccccc4)c12,Inhibition,=,32.0,%,32.0,3210
CHEMBL3237037,CHEMBL3232865,CN(C(=O)c1cccc(c1)S(=O)(=O)N(C)c2ccc(Br)cc2)c3ccc(Cl)cc3F,Inhibition,=,3.0,%,3.0,323
CHEMBL3233748,CHEMBL3232806,CC(C)c1ccc(cc1)C2=C(Cc3c(O)ccc4nc(Cl)ccc34)C(=O)NN2,Inhibition,=,32.0,%,32.0,3210
CHEMBL2382109,CHEMBL2380241,Fc1ccc(c(Cl)c1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,13.0,%,13.0,3222
CHEMBL463165,CHEMBL2440052,CN1[C@H]2N(CCc3c2[nH]c4ccccc34)C(=O)c5ccccc15,Inhibition,=,20.0,%,20.0,3211
CHEMBL3237039,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3F)C#N,Inhibition,=,0.0,%,0.0,323
CHEMBL2420986,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)C[C@@H]1NC(=O)[C@H](Cc2ccccc2)NC1=O)C(=O)NCC(=O)c3ccccc3,Inhibition,=,61.0,%,61.0,321
CHEMBL2417690,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1C[C@@H](O)CN1C(=O)OCc2ccccc2)C(=O)NCc3ccccc3,Inhibition,=,93.0,%,93.0,321
CHEMBL3580803,CHEMBL3580657,Clc1ccc(CSc2cccc(c2)C(=O)Nc3ccc(cc3)C#N)cc1,Inhibition,=,0.0,%,0.0,327
CHEMBL2203540,CHEMBL2203031,CN1C(=S)NC(=O)\C(=C/c2ccc(OCc3ccccc3)cc2)\C1=O,Inhibition,=,22.0,%,22.0,322
CHEMBL2417697,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(=O)NCC(=O)c2ccccc2,Inhibition,=,76.0,%,76.0,321
CHEMBL2203541,CHEMBL2203031,CCN1C(=S)NC(=O)\C(=C/c2ccc(OCc3ccccc3)cc2)\C1=O,Inhibition,=,25.0,%,25.0,322
CHEMBL3233733,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(ccc34)c5ccccc5)C(=O)NN2,Inhibition,=,82.0,%,82.0,3210
CHEMBL3237064,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(NC(=O)c3ccc(cc3)C#N)c2,Inhibition,=,16.0,%,16.0,323
CHEMBL3343498,CHEMBL3351796,OS(=O)(=O)c1cccc2cccc(NC(=O)c3ccccc3)c12,Inhibition,=,15.0,%,15.0,3217
CHEMBL2203545,CHEMBL2203031,CC(C)c1ccc(C=C2C(=O)NC(=S)NC2=O)cc1,Inhibition,=,13.0,%,13.0,322
CHEMBL3236967,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cc3)S(=O)C,Inhibition,=,6.0,%,6.0,323
CHEMBL3343503,CHEMBL3351796,Cc1ccc(cc1N)C(=O)Nc2cccc3cccc(c23)S(=O)(=O)O,Inhibition,=,16.0,%,16.0,3217
CHEMBL3233738,CHEMBL3232806,Oc1ccc2cc(Br)ccc2c1CC3=C(NNC3=O)c4ccccc4,Inhibition,=,8.0,%,8.0,3210
CHEMBL2382096,CHEMBL2380241,COc1cccc(c1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,44.0,%,44.0,3222
CHEMBL3343513,CHEMBL3351796,NC(=O)c1ccc(Oc2ccc3ccccc3c2)nc1,Inhibition,=,44.0,%,44.0,3217
CHEMBL3580796,CHEMBL3580657,Clc1ccc(CS(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(cn3)C#N)cc1,Inhibition,=,0.0,%,0.0,327
CHEMBL3233729,CHEMBL3232806,Oc1ccc2ccccc2c1CC3=C(NNC3=O)c4ccc(Br)cc4,Inhibition,=,22.0,%,22.0,3210
CHEMBL2016756,CHEMBL2016526,CN(C(=O)c1cccc(c1)S(=O)(=O)N(C)c2ccc(Cl)cc2)c3ccc(Cl)cc3,Inhibition,=,5.0,%,5.0,3223
CHEMBL2382163,CHEMBL2380241,CCOc1ccc(cc1)N2C(=O)CC(N3CCN(CC3)C(=O)c4cccnc4)C2=O,Inhibition,=,10.0,%,10.0,3222
CHEMBL1391662,CHEMBL2380241,Fc1ccc(cc1)N2C(=O)CC(N3CCN(CC3)c4ccc(Cl)cc4)C2=O,Inhibition,=,9.2,%,9.2,3222
CHEMBL1702697,CHEMBL2380241,Fc1ccc(cc1)N2CCN(CC2)C3CC(=O)N(Cc4ccccc4)C3=O,Inhibition,=,6.9,%,6.9,3222
CHEMBL1797918,CHEMBL1795265,O=C1Nc2ccc3ccccc3c2N1,Inhibition,=,24.6,%,24.6,328
CHEMBL3343515,CHEMBL3351796,NC(=O)c1ccc(Sc2ccc3ccccc3c2)nc1,Inhibition,=,42.0,%,42.0,3217
CHEMBL3343508,CHEMBL3351796,Cc1ccc(cc1[N+](=O)[O-])C(=O)Nc2ccc(c3ccccc23)S(=O)(=O)O,Inhibition,=,22.0,%,22.0,3217
CHEMBL2417681,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCc2ccccc2,Inhibition,=,71.0,%,71.0,321
CHEMBL2382098,CHEMBL2380241,Clc1ccccc1c2oc3ccc(NC(=O)\C=C\c4ccccc4)cc3n2,Inhibition,=,48.0,%,48.0,3222
CHEMBL2382156,CHEMBL2380241,CCOc1ccc(cc1)N2C(=O)CC(N3CCN(CC3)C(=O)c4ccccc4)C2=O,Inhibition,=,5.0,%,5.0,3222
CHEMBL372408,CHEMBL2380241,Oc1ccc(cc1)N2CCN(CC2)C3CC(=O)N(C3=O)c4ccccc4,Inhibition,=,6.5,%,6.5,3222
CHEMBL2420982,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCCCCCc1ccccc1)C(=O)NCc2ccccc2,Inhibition,=,87.0,%,87.0,321
CHEMBL3233727,CHEMBL3232806,Oc1ccc2ccccc2c1CC3=C(NNC3=O)c4ccccc4,Inhibition,=,9.0,%,9.0,3210
CHEMBL3233732,CHEMBL3232806,Oc1ccc2ccccc2c1CC3=C(NNC3=O)c4ccc(cc4)C(F)(F)F,Inhibition,=,14.0,%,14.0,3210
CHEMBL380797,CHEMBL2203031,CC(NC(=O)c1ccccc1\N=C\c2c(O)ccc3ccccc23)c4ccccc4,Inhibition,=,24.0,%,24.0,322
CHEMBL2417686,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCCc2c[nH]c3ccc(OCc4ccccc4)cc23,Inhibition,=,68.0,%,68.0,321
CHEMBL3233736,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4cc(C)ccc34)C(=O)NN2,Inhibition,=,12.0,%,12.0,3210
CHEMBL2417694,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCCCCc1ccccc1)C(=O)NCC(=O)c2ccccc2,Inhibition,=,82.0,%,82.0,321
CHEMBL3580804,CHEMBL3580657,C[S+]([O-])c1ccc(NC(=O)c2cccc(SCc3ccc(Cl)cc3)c2)cc1,Inhibition,=,8.0,%,8.0,327
CHEMBL3236707,CHEMBL3232865,CN(c1ccc(Cl)cc1)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(Cl)nn3,Inhibition,=,0.0,%,0.0,323
CHEMBL2382095,CHEMBL2380241,Cc1ccc(cc1)c2oc3ccc(NC(=O)Cc4ccccc4)cc3n2,Inhibition,=,17.0,%,17.0,3222
CHEMBL1401154,CHEMBL2380241,COc1ccc(cc1)N2C(=O)CC(N3CCN(CC3)c4ccc(cc4)S(=O)(=O)C)C2=O,Inhibition,=,5.6,%,5.6,3222
CHEMBL3237011,CHEMBL3232865,CN(c1ccc(cc1)C(=O)C)S(=O)(=O)c2cccc(c2)C(=O)Nc3ccc(Cl)cn3,Inhibition,=,0.0,%,0.0,323
CHEMBL2420983,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)CCc1ccccc1)C(=O)Nc2cccnc2,Inhibition,=,39.0,%,39.0,321
CHEMBL2420985,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)OC(C)(C)C)C(=O)NCCc2cccnc2,Inhibition,=,68.0,%,68.0,321
CHEMBL1547466,CHEMBL2380241,O=C(CSCC(=O)Nc1ccc2ccccc2c1)NCc3ccccc3,Inhibition,=,6.3,%,6.3,3222
CHEMBL486598,CHEMBL2440052,CN1[C@@H]2N(CCc3c2[nH]c4ccccc34)C(=O)c5ccccc15,Inhibition,=,21.0,%,21.0,3211
CHEMBL3233741,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)c(Br)cc4ccccc34)C(=O)NN2,Inhibition,=,14.0,%,14.0,3210
CHEMBL1537431,CHEMBL2380241,Clc1cccc(NC(=O)NCC2CCN(Cc3ccccc3Cl)CC2)c1,Inhibition,=,7.5,%,7.5,3222
CHEMBL3343521,CHEMBL3351796,NC(=O)c1ccc(Sc2cccc3ccccc23)nc1,Inhibition,=,42.0,%,42.0,3217
CHEMBL2382089,CHEMBL2380241,NS(=O)(=O)c1ccc(NC(=O)COC(=O)CN2C(=O)C(=O)c3ccccc23)cc1,Inhibition,=,34.0,%,34.0,3222
CHEMBL2382104,CHEMBL2380241,Cc1cccc(CN2CCC(CNC(=O)NCc3ccc(F)cc3)CC2)c1,Inhibition,=,5.6,%,5.6,3222
CHEMBL2203547,CHEMBL2203031,Clc1cccc(c1Cl)c2oc(C=C3C(=O)NC(=S)NC3=O)cc2,Inhibition,=,30.0,%,30.0,322
CHEMBL2382159,CHEMBL2380241,FC(F)(F)c1cccc(c1)N2CCN(CC2)C3CC(=O)N(C3=O)c4ccc(I)cc4,Inhibition,=,11.0,%,11.0,3222
CHEMBL3343504,CHEMBL3351796,OS(=O)(=O)c1ccc(NC(=O)c2ccccc2)c3ccccc13,Inhibition,=,25.0,%,25.0,3217
CHEMBL3233745,CHEMBL3232806,Cc1ccc(cc1)C2=C(Cc3c(O)ccc4nc(Cl)ccc34)C(=O)NN2,Inhibition,=,20.0,%,20.0,3210
CHEMBL3580805,CHEMBL3580657,CSc1ccc(CSc2cccc(c2)C(=O)Nc3ccc(cc3)C#N)cc1,Inhibition,=,0.0,%,0.0,327
CHEMBL2417684,CHEMBL2417552,CC(=S)NCCCC[C@H](NC(=O)OCc1ccccc1)C(=O)NCCc2c[nH]c3ccccc23,Inhibition,=,46.0,%,46.0,321
